source_address,n_days,visitor_type,device_class
a8:2b:b9:61:4b:06,15,Regular (10-19 days),Not seen during interview
a8:2b:b9:61:6c:7c,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:62:fa:08,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:62:fd:60,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:63:0e:dc,10,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:63:18:8a,22,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:63:19:52,1,One-time (1 day),Not seen during interview
a8:2b:b9:63:1b:18,2,Rare (2 days),Not seen during interview
a8:2b:b9:63:2a:fa,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:63:31:8a,1,One-time (1 day),Not seen during interview
a8:2b:b9:63:5c:1a,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:63:5e:06,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:63:81:0c,1,One-time (1 day),Not seen during interview
a8:2b:b9:63:dc:32,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:65:69:8a,1,One-time (1 day),Not seen during interview
a8:2b:b9:65:9a:16,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:65:9a:58,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:65:9b:a2,1,One-time (1 day),Not seen during interview
a8:2b:b9:65:ab:e6,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:65:ac:0c,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:67:5b:68,2,Rare (2 days),Not seen during interview
a8:2b:b9:67:5e:f6,18,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:67:77:e8,1,One-time (1 day),Not seen during interview
a8:2b:b9:67:7b:ce,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:67:86:92,17,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:67:8d:fe,1,One-time (1 day),Not seen during interview
a8:2b:b9:67:8e:62,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:67:e2:5c,1,One-time (1 day),Not seen during interview
a8:2b:b9:68:fa:7d,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:69:68:06,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:69:71:94,1,One-time (1 day),Not seen during interview
a8:2b:b9:6b:4c:b2,14,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:70:54:18,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:73:49:08,1,One-time (1 day),Not seen during interview
a8:2b:b9:73:5e:6e,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:73:95:70,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:73:a7:5c,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:73:bc:66,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:73:d1:da,1,One-time (1 day),Not seen during interview
a8:2b:b9:74:d3:33,1,One-time (1 day),Not seen during interview
a8:2b:b9:75:38:fb,11,Regular (10-19 days),Not seen during interview
a8:2b:b9:75:aa:f6,1,One-time (1 day),Not seen during interview
a8:2b:b9:75:ac:96,1,One-time (1 day),Not seen during interview
a8:2b:b9:75:bd:d4,9,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:75:e2:ba,2,Rare (2 days),Not seen during interview
a8:2b:b9:75:ff:2e,1,One-time (1 day),Not seen during interview
a8:2b:b9:76:26:5a,1,One-time (1 day),Not seen during interview
a8:2b:b9:76:35:9c,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:78:2c:0b,1,One-time (1 day),Not seen during interview
a8:2b:b9:79:f2:80,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7a:10:08,1,One-time (1 day),Not seen during interview
a8:2b:b9:7a:95:7a,1,One-time (1 day),Not seen during interview
a8:2b:b9:7a:96:76,1,One-time (1 day),Not seen during interview
a8:2b:b9:7a:9a:32,1,One-time (1 day),Not seen during interview
a8:2b:b9:7a:9f:80,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7a:bf:6c,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7a:c1:b8,18,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:7a:c9:fc,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7b:0d:b0,1,One-time (1 day),Not seen during interview
a8:2b:b9:7b:0d:ee,8,Occasional (3-9 days),Not seen during interview
a8:2b:b9:7b:10:04,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7b:10:e6,1,One-time (1 day),Not seen during interview
a8:2b:b9:7b:20:54,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:7b:2e:0a,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:7b:4c:0a,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7b:f7:90,1,One-time (1 day),Not seen during interview
a8:2b:b9:7c:00:36,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:7c:01:7c,1,One-time (1 day),Not seen during interview
a8:2b:b9:7c:0a:a4,1,One-time (1 day),Not seen during interview
a8:2b:b9:7c:0b:a4,2,Rare (2 days),Not seen during interview
a8:2b:b9:7c:44:16,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:7c:52:d2,1,One-time (1 day),Not seen during interview
a8:2b:b9:7c:57:a6,12,Regular (10-19 days),Not seen during interview
a8:2b:b9:7c:68:da,2,Rare (2 days),Not seen during interview
a8:2b:b9:7c:99:40,1,One-time (1 day),Not seen during interview
a8:2b:b9:7c:9b:72,1,One-time (1 day),Not seen during interview
a8:2b:b9:7c:9d:94,2,Rare (2 days),Not seen during interview
a8:2b:b9:7c:af:40,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7c:b6:62,1,One-time (1 day),Not seen during interview
a8:2b:b9:7c:b8:42,1,One-time (1 day),Not seen during interview
a8:2b:b9:7c:dc:fc,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7c:dd:e4,20,Resident (20+ days),Not seen during interview
a8:2b:b9:7e:b1:1e,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:7e:ca:26,1,One-time (1 day),Not seen during interview
a8:2b:b9:7e:e0:64,1,One-time (1 day),Not seen during interview
a8:2b:b9:7e:e0:72,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:7e:f2:7a,1,One-time (1 day),Not seen during interview
a8:2b:b9:7e:fb:50,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7f:0f:d6,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:7f:1a:ae,2,Rare (2 days),Not seen during interview
a8:2b:b9:7f:1b:16,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:7f:37:a8,1,One-time (1 day),Not seen during interview
a8:2b:b9:7f:39:62,9,Occasional (3-9 days),Not seen during interview
a8:2b:b9:7f:68:46,7,Occasional (3-9 days),Not seen during interview
a8:2b:b9:7f:7d:fe,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:7f:82:18,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:7f:e0:2e,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:7f:e8:46,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:7f:ee:16,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:80:18:0e,1,One-time (1 day),Not seen during interview
a8:2b:b9:80:3c:6c,1,One-time (1 day),Not seen during interview
a8:2b:b9:80:48:f6,1,One-time (1 day),Not seen during interview
a8:2b:b9:80:89:dc,1,One-time (1 day),Not seen during interview
a8:2b:b9:80:91:42,27,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:80:9c:44,1,One-time (1 day),Not seen during interview
a8:2b:b9:81:42:ae,5,Occasional (3-9 days),Not seen during interview
a8:2b:b9:81:4b:74,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:81:67:0c,27,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:82:3f:d6,1,One-time (1 day),Not seen during interview
a8:2b:b9:82:7a:12,11,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:82:7e:3a,2,Rare (2 days),Not seen during interview
a8:2b:b9:82:8e:14,2,Rare (2 days),Not seen during interview
a8:2b:b9:82:a2:9e,1,One-time (1 day),Not seen during interview
a8:2b:b9:82:ad:7c,2,Rare (2 days),Interview-only (Outsider)
a8:2b:b9:82:c6:cc,1,One-time (1 day),Not seen during interview
a8:2b:b9:82:ca:f4,1,One-time (1 day),Not seen during interview
a8:2b:b9:82:d4:5e,1,One-time (1 day),Not seen during interview
a8:2b:b9:83:33:29,1,One-time (1 day),Not seen during interview
a8:2b:b9:84:16:3e,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:84:17:a0,2,Rare (2 days),Not seen during interview
a8:2b:b9:84:17:a2,6,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:84:28:32,2,Rare (2 days),Not seen during interview
a8:2b:b9:84:28:64,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:84:35:ae,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:84:3c:18,1,One-time (1 day),Not seen during interview
a8:2b:b9:84:40:4a,20,Resident (20+ days),Not seen during interview
a8:2b:b9:84:45:68,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:84:57:7e,14,Regular (10-19 days),Not seen during interview
a8:2b:b9:84:6c:70,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:84:73:1c,11,Regular (10-19 days),Not seen during interview
a8:2b:b9:84:82:90,1,One-time (1 day),Not seen during interview
a8:2b:b9:84:89:2a,1,One-time (1 day),Not seen during interview
a8:2b:b9:84:91:78,6,Occasional (3-9 days),Not seen during interview
a8:2b:b9:84:99:40,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:84:a4:e8,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:84:a7:7e,1,One-time (1 day),Not seen during interview
a8:2b:b9:84:a7:a6,1,One-time (1 day),Not seen during interview
a8:2b:b9:84:ad:6a,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:84:bb:68,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:84:ca:9a,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:84:cd:00,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:84:d3:8a,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:84:e2:c4,4,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:84:e6:42,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:84:f7:d2,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:85:23:a2,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:85:28:6c,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:85:2b:84,17,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:85:2e:7a,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:85:38:e6,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:85:56:f2,1,One-time (1 day),Not seen during interview
a8:2b:b9:85:62:08,18,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:85:87:84,2,Rare (2 days),Not seen during interview
a8:2b:b9:85:98:40,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:85:af:96,5,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:85:b1:ba,5,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:85:c9:f2,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:85:d4:26,11,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:85:ee:4e,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:86:16:18,6,Occasional (3-9 days),Not seen during interview
a8:2b:b9:86:19:f2,1,One-time (1 day),Not seen during interview
a8:2b:b9:86:b8:5a,16,Regular (10-19 days),Not seen during interview
a8:2b:b9:86:db:f0,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:86:e2:f2,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:86:e6:b2,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:86:e8:ee,1,One-time (1 day),Not seen during interview
a8:2b:b9:86:ef:ca,1,One-time (1 day),Not seen during interview
a8:2b:b9:86:f2:72,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:86:ff:3e,2,Rare (2 days),Not seen during interview
a8:2b:b9:87:0a:44,27,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:87:3a:b8,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:87:3b:66,1,One-time (1 day),Not seen during interview
a8:2b:b9:87:3d:8e,6,Occasional (3-9 days),Not seen during interview
a8:2b:b9:87:51:19,1,One-time (1 day),Not seen during interview
a8:2b:b9:87:76:ac,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:87:76:fe,22,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:87:7d:38,2,Rare (2 days),Not seen during interview
a8:2b:b9:87:7f:7c,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:87:8c:b6,1,One-time (1 day),Not seen during interview
a8:2b:b9:87:a4:36,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:87:c0:ec,2,Rare (2 days),Not seen during interview
a8:2b:b9:87:d2:a4,2,Rare (2 days),Not seen during interview
a8:2b:b9:87:da:72,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:87:e1:80,9,Occasional (3-9 days),Not seen during interview
a8:2b:b9:87:f5:f6,2,Rare (2 days),Not seen during interview
a8:2b:b9:87:f6:12,1,One-time (1 day),Not seen during interview
a8:2b:b9:87:ff:7a,1,One-time (1 day),Not seen during interview
a8:2b:b9:88:11:f8,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:1b:a0,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:89:1c:c0,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:1f:24,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:89:20:40,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:89:24:56,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:89:38:34,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:46:18,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:50:66,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:89:55:a0,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:61:0e,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:89:68:ee,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:69:42,4,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:89:78:c2,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:79:38,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:8f:da,1,One-time (1 day),Not seen during interview
a8:2b:b9:89:a1:5a,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:89:a7:68,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:89:c4:42,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:8a:1c:34,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:8a:1e:a0,1,One-time (1 day),Not seen during interview
a8:2b:b9:8a:23:1e,2,Rare (2 days),Not seen during interview
a8:2b:b9:8a:2d:fa,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:8b:81:b1,1,One-time (1 day),Not seen during interview
a8:2b:b9:8c:af:b6,4,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:8c:ee:b8,1,One-time (1 day),Not seen during interview
a8:2b:b9:8c:f3:30,2,Rare (2 days),Not seen during interview
a8:2b:b9:8d:24:0e,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:8d:33:6c,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:8d:43:fe,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:8d:4c:b8,4,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:8d:53:28,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:8d:5f:d4,2,Rare (2 days),Not seen during interview
a8:2b:b9:8d:74:f2,2,Rare (2 days),Not seen during interview
a8:2b:b9:8d:7a:16,1,One-time (1 day),Not seen during interview
a8:2b:b9:8d:e8:d8,1,One-time (1 day),Not seen during interview
a8:2b:b9:8f:0b:40,14,Regular (10-19 days),Not seen during interview
a8:2b:b9:8f:4f:72,1,One-time (1 day),Not seen during interview
a8:2b:b9:8f:58:9e,1,One-time (1 day),Not seen during interview
a8:2b:b9:8f:7c:5c,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:8f:97:c6,1,One-time (1 day),Not seen during interview
a8:2b:b9:91:88:b0,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:91:89:40,12,Regular (10-19 days),Not seen during interview
a8:2b:b9:91:89:f4,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:93:39:4e,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:93:82:54,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:95:96:ea,6,Occasional (3-9 days),Not seen during interview
a8:2b:b9:95:99:bc,18,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:95:a0:b0,15,Regular (10-19 days),Not seen during interview
a8:2b:b9:95:d3:16,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:97:69:d6,19,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:97:b4:68,2,Rare (2 days),Not seen during interview
a8:2b:b9:97:fa:b6,7,Occasional (3-9 days),Not seen during interview
a8:2b:b9:98:60:b4,1,One-time (1 day),Not seen during interview
a8:2b:b9:98:93:8c,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:98:94:ea,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:98:b9:82,1,One-time (1 day),Not seen during interview
a8:2b:b9:9a:1b:6a,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:9b:67:fa,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:9b:a2:90,22,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:9b:ae:e2,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:9b:af:96,1,One-time (1 day),Not seen during interview
a8:2b:b9:9b:c4:64,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:9b:d4:10,1,One-time (1 day),Not seen during interview
a8:2b:b9:9c:9e:40,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:9c:a4:9c,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:9c:a9:bc,2,Rare (2 days),Not seen during interview
a8:2b:b9:9c:db:14,9,Occasional (3-9 days),Not seen during interview
a8:2b:b9:9c:f4:42,5,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:9d:60:c6,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:9f:53:76,1,One-time (1 day),Not seen during interview
a8:2b:b9:a1:e1:86,1,One-time (1 day),Not seen during interview
a8:2b:b9:a2:a8:de,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:a5:10:ce,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:a5:37:16,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:a5:40:fa,22,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:a6:51:f2,2,Rare (2 days),Not seen during interview
a8:2b:b9:a6:53:f4,17,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:a7:b5:ac,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:a8:14:06,27,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:aa:a7:46,19,Regular (10-19 days),Not seen during interview
a8:2b:b9:aa:b7:c0,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:aa:c6:fc,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:aa:fe:ae,27,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ab:38:26,6,Occasional (3-9 days),Not seen during interview
a8:2b:b9:ab:43:9e,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:ab:48:58,19,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:ab:72:96,6,Occasional (3-9 days),Not seen during interview
a8:2b:b9:ab:88:ec,2,Rare (2 days),Not seen during interview
a8:2b:b9:ab:e3:f4,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:ae:48:6e,9,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:ae:53:4e,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:ae:7d:0c,1,One-time (1 day),Not seen during interview
a8:2b:b9:af:51:ae,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:af:7e:38,1,One-time (1 day),Not seen during interview
a8:2b:b9:af:8e:66,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:af:9c:60,1,One-time (1 day),Not seen during interview
a8:2b:b9:af:ab:d0,10,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:af:cd:a8,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:b1:f9:0c,16,Regular (10-19 days),Not seen during interview
a8:2b:b9:b2:10:16,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:b2:3b:e0,27,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:b2:61:3c,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:b2:94:12,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:b2:d8:d0,1,One-time (1 day),Not seen during interview
a8:2b:b9:b2:e5:8c,1,One-time (1 day),Not seen during interview
a8:2b:b9:b4:f6:94,1,One-time (1 day),Not seen during interview
a8:2b:b9:b5:13:90,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:b5:4d:56,1,One-time (1 day),Not seen during interview
a8:2b:b9:b7:25:98,17,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:b7:34:ba,1,One-time (1 day),Not seen during interview
a8:2b:b9:b7:36:f6,9,Occasional (3-9 days),Not seen during interview
a8:2b:b9:b7:4f:5e,18,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:b7:69:2e,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:b7:a0:ee,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:b9:6a:3f,1,One-time (1 day),Not seen during interview
a8:2b:b9:b9:a7:8a,1,One-time (1 day),Not seen during interview
a8:2b:b9:b9:ac:40,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:ba:2e:1c,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ba:52:1e,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ba:59:70,3,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:ba:6e:ea,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:ba:ac:78,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:ba:b4:d8,2,Rare (2 days),Not seen during interview
a8:2b:b9:bb:b0:a0,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:bb:de:02,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:bb:de:28,1,One-time (1 day),Not seen during interview
a8:2b:b9:bb:de:5e,3,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:bc:40:02,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:be:ab:4a,18,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:be:b1:c8,2,Rare (2 days),Not seen during interview
a8:2b:b9:be:b3:5c,15,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:be:c8:72,8,Occasional (3-9 days),Not seen during interview
a8:2b:b9:be:c9:7e,1,One-time (1 day),Not seen during interview
a8:2b:b9:be:c9:c4,1,One-time (1 day),Not seen during interview
a8:2b:b9:be:cb:c4,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:be:d5:9c,3,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:bf:e4:d0,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:c0:1c:e4,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:c0:4d:a8,24,Resident (20+ days),Not seen during interview
a8:2b:b9:c1:08:f8,4,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:c1:58:32,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:c1:6f:c6,1,One-time (1 day),Not seen during interview
a8:2b:b9:c2:07:73,1,One-time (1 day),Not seen during interview
a8:2b:b9:c2:52:8e,2,Rare (2 days),Not seen during interview
a8:2b:b9:c2:f3:c2,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:c2:fe:22,1,One-time (1 day),Not seen during interview
a8:2b:b9:c3:49:54,15,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:c3:5a:d6,1,One-time (1 day),Not seen during interview
a8:2b:b9:c3:5c:98,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:c3:74:64,1,One-time (1 day),Not seen during interview
a8:2b:b9:c3:ff:44,7,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:c4:07:f8,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:c4:16:64,2,Rare (2 days),Not seen during interview
a8:2b:b9:c4:2f:14,1,One-time (1 day),Not seen during interview
a8:2b:b9:c4:34:4a,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:c4:80:b8,22,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:c4:b5:30,2,Rare (2 days),Not seen during interview
a8:2b:b9:c4:b6:da,9,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:c4:bc:ec,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:c4:e5:f2,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:c4:fb:c0,12,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:c5:ae:88,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:c6:39:f0,18,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:c6:86:36,1,One-time (1 day),Not seen during interview
a8:2b:b9:c6:86:a0,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:c7:6a:7e,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:c7:6d:9e,11,Regular (10-19 days),Not seen during interview
a8:2b:b9:c7:ba:88,1,One-time (1 day),Not seen during interview
a8:2b:b9:c7:bd:be,1,One-time (1 day),Not seen during interview
a8:2b:b9:c8:24:d2,8,Occasional (3-9 days),Not seen during interview
a8:2b:b9:c9:94:6e,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:c9:b9:e2,1,One-time (1 day),Not seen during interview
a8:2b:b9:c9:c7:0e,11,Regular (10-19 days),Not seen during interview
a8:2b:b9:ce:14:4a,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:d0:db:9c,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:d0:e6:1a,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:d0:fa:f4,2,Rare (2 days),Not seen during interview
a8:2b:b9:d2:f0:e0,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:d3:33:22,13,Regular (10-19 days),Not seen during interview
a8:2b:b9:d3:49:9a,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:d3:59:28,2,Rare (2 days),Not seen during interview
a8:2b:b9:d4:d3:ec,1,One-time (1 day),Not seen during interview
a8:2b:b9:d4:e0:86,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:d4:e2:e8,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:d4:e4:18,11,Regular (10-19 days),Campus member (seen during interview)
