source_address,n_days,visitor_type,device_class
a8:2b:b9:d4:f6:a8,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:d5:0a:42,1,One-time (1 day),Not seen during interview
a8:2b:b9:d5:14:be,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:d5:15:3e,7,Occasional (3-9 days),Not seen during interview
a8:2b:b9:d5:1d:7e,1,One-time (1 day),Not seen during interview
a8:2b:b9:d5:20:b8,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:d5:25:c8,7,Occasional (3-9 days),Not seen during interview
a8:2b:b9:d5:4b:14,1,One-time (1 day),Not seen during interview
a8:2b:b9:d5:6c:c0,1,One-time (1 day),Not seen during interview
a8:2b:b9:d5:7a:e8,1,One-time (1 day),Not seen during interview
a8:2b:b9:d5:99:76,1,One-time (1 day),Not seen during interview
a8:2b:b9:d5:c3:38,2,Rare (2 days),Not seen during interview
a8:2b:b9:d6:63:b4,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:d6:67:5c,2,Rare (2 days),Not seen during interview
a8:2b:b9:d6:7e:24,5,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:d6:86:e4,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:d7:3c:c6,4,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:d7:5e:36,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:d7:61:24,19,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:d7:ff:9e,9,Occasional (3-9 days),Not seen during interview
a8:2b:b9:d8:16:8a,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:d8:27:0a,7,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:d8:ae:06,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:d9:50:0c,2,Rare (2 days),Not seen during interview
a8:2b:b9:d9:8c:c6,1,One-time (1 day),Not seen during interview
a8:2b:b9:d9:95:2c,7,Occasional (3-9 days),Not seen during interview
a8:2b:b9:d9:95:d4,1,One-time (1 day),Not seen during interview
a8:2b:b9:d9:b6:ae,10,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:d9:d7:c6,7,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:da:15:ac,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:db:2a:22,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:db:4a:94,1,One-time (1 day),Not seen during interview
a8:2b:b9:db:53:2e,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:db:73:ee,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:db:75:0e,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:db:b2:30,5,Occasional (3-9 days),Not seen during interview
a8:2b:b9:db:cb:b4,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:db:ce:f6,5,Occasional (3-9 days),Not seen during interview
a8:2b:b9:db:f3:d8,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:dc:12:4c,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:dc:1d:b2,5,Occasional (3-9 days),Not seen during interview
a8:2b:b9:dc:3a:12,5,Occasional (3-9 days),Not seen during interview
a8:2b:b9:dc:4c:d4,6,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:dc:5e:36,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:dc:78:b4,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:de:53:88,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:de:6a:d0,17,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:de:6c:02,1,One-time (1 day),Not seen during interview
a8:2b:b9:de:7c:ba,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:de:7c:d4,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:de:d2:dc,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:de:ef:f4,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:df:7e:2e,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:df:88:fc,2,Rare (2 days),Campus member (seen during interview)
a8:2b:b9:df:ea:d2,17,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:df:ed:de,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:df:fc:72,1,One-time (1 day),Not seen during interview
a8:2b:b9:e0:02:ba,5,Occasional (3-9 days),Not seen during interview
a8:2b:b9:e1:1e:8c,16,Regular (10-19 days),Not seen during interview
a8:2b:b9:e1:21:00,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:e1:2e:7e,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e1:2f:7c,22,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e1:36:90,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e1:68:4e,1,One-time (1 day),Not seen during interview
a8:2b:b9:e1:6f:04,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:e2:0b:06,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e2:0d:c8,4,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:e2:0f:14,1,One-time (1 day),Not seen during interview
a8:2b:b9:e2:24:96,1,One-time (1 day),Not seen during interview
a8:2b:b9:e2:24:a6,1,One-time (1 day),Not seen during interview
a8:2b:b9:e2:25:9e,1,One-time (1 day),Not seen during interview
a8:2b:b9:e2:2c:a8,2,Rare (2 days),Not seen during interview
a8:2b:b9:e2:70:de,9,Occasional (3-9 days),Not seen during interview
a8:2b:b9:e2:91:fa,1,One-time (1 day),Not seen during interview
a8:2b:b9:e2:e5:22,1,One-time (1 day),Not seen during interview
a8:2b:b9:e2:f8:2e,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e3:12:d4,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:e3:25:0e,19,Regular (10-19 days),Not seen during interview
a8:2b:b9:e3:57:58,11,Regular (10-19 days),Not seen during interview
a8:2b:b9:e4:74:36,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e4:ca:52,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e4:cb:e4,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:e4:d5:7e,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e5:3e:e6,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:e5:42:68,19,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:e5:42:d0,2,Rare (2 days),Not seen during interview
a8:2b:b9:e5:b1:c0,19,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:e5:bf:d8,15,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:e5:e5:6c,13,Regular (10-19 days),Not seen during interview
a8:2b:b9:e6:7e:f8,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e6:80:80,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e6:8e:70,2,Rare (2 days),Not seen during interview
a8:2b:b9:e6:97:3e,10,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:e7:30:72,1,One-time (1 day),Not seen during interview
a8:2b:b9:e7:4f:8e,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:e8:25:94,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e8:5c:c8,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e8:64:f8,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:e8:9c:1a,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:e8:ab:4a,1,One-time (1 day),Not seen during interview
a8:2b:b9:e8:db:4c,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:e9:03:3c,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:e9:0f:80,1,One-time (1 day),Not seen during interview
a8:2b:b9:e9:19:ec,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:e9:f7:7a,6,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:ea:13:ae,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:ea:16:d8,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ea:17:a8,2,Rare (2 days),Not seen during interview
a8:2b:b9:ea:20:80,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:ea:21:b8,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ea:2f:1c,1,One-time (1 day),Not seen during interview
a8:2b:b9:ea:5b:f8,19,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:ea:5e:1e,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ea:7b:72,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:ea:9f:e8,8,Occasional (3-9 days),Campus member (seen during interview)
a8:2b:b9:ea:d2:76,20,Resident (20+ days),Not seen during interview
a8:2b:b9:ea:ff:34,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:eb:06:1a,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:eb:0a:4e,1,One-time (1 day),Not seen during interview
a8:2b:b9:eb:2a:fc,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:eb:4a:26,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:eb:56:7e,24,Resident (20+ days),Not seen during interview
a8:2b:b9:ec:6a:f8,1,One-time (1 day),Not seen during interview
a8:2b:b9:ec:6f:58,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ec:75:86,19,Regular (10-19 days),Not seen during interview
a8:2b:b9:ec:76:be,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ec:9f:be,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ec:b7:b4,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ec:ea:dc,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:ed:00:e6,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ed:81:44,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ed:96:fe,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ed:b3:12,1,One-time (1 day),Not seen during interview
a8:2b:b9:ed:b5:b4,24,Resident (20+ days),Not seen during interview
a8:2b:b9:ed:ce:a8,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:ee:eb:be,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ef:65:20,1,One-time (1 day),Not seen during interview
a8:2b:b9:ef:6e:d4,1,One-time (1 day),Interview-only (Outsider)
a8:2b:b9:ef:fa:bc,21,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f0:19:d2,18,Regular (10-19 days),Not seen during interview
a8:2b:b9:f0:1e:6e,1,One-time (1 day),Not seen during interview
a8:2b:b9:f0:3b:82,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f0:91:98,1,One-time (1 day),Not seen during interview
a8:2b:b9:f0:9b:e6,1,One-time (1 day),Not seen during interview
a8:2b:b9:f0:dd:b0,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:f1:08:42,1,One-time (1 day),Not seen during interview
a8:2b:b9:f1:87:a0,1,One-time (1 day),Not seen during interview
a8:2b:b9:f2:6b:0a,1,One-time (1 day),Not seen during interview
a8:2b:b9:f2:f8:a4,2,Rare (2 days),Not seen during interview
a8:2b:b9:f3:08:bc,27,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f3:10:a8,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f3:2a:5e,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f3:44:c4,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f3:4f:02,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f3:60:f2,18,Regular (10-19 days),Not seen during interview
a8:2b:b9:f3:a2:30,12,Regular (10-19 days),Not seen during interview
a8:2b:b9:f3:e6:20,1,One-time (1 day),Not seen during interview
a8:2b:b9:f4:42:2c,1,One-time (1 day),Not seen during interview
a8:2b:b9:f4:60:72,18,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:f4:87:8e,5,Occasional (3-9 days),Not seen during interview
a8:2b:b9:f4:be:fe,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f4:d7:10,26,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f5:1a:d6,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:f6:18:bf,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:f6:79:d3,6,Occasional (3-9 days),Not seen during interview
a8:2b:b9:f6:e0:c9,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:f7:8f:bf,1,One-time (1 day),Not seen during interview
a8:2b:b9:f9:4e:27,1,One-time (1 day),Not seen during interview
a8:2b:b9:f9:51:77,1,One-time (1 day),Not seen during interview
a8:2b:b9:f9:63:e7,1,One-time (1 day),Not seen during interview
a8:2b:b9:f9:99:69,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:f9:c8:d5,3,Occasional (3-9 days),Not seen during interview
a8:2b:b9:fa:16:e3,16,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:fa:2d:c7,17,Regular (10-19 days),Not seen during interview
a8:2b:b9:fb:2d:fd,25,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:fb:30:e3,1,One-time (1 day),Not seen during interview
a8:2b:b9:fb:e0:11,7,Occasional (3-9 days),Not seen during interview
a8:2b:b9:fb:e0:61,7,Occasional (3-9 days),Not seen during interview
a8:2b:b9:fb:ea:27,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:fb:eb:67,22,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:fb:ff:50,1,One-time (1 day),Not seen during interview
a8:2b:b9:fc:02:cb,12,Regular (10-19 days),Not seen during interview
a8:2b:b9:fc:1a:71,24,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:fc:49:05,13,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:fc:8f:49,2,Rare (2 days),Not seen during interview
a8:2b:b9:fc:95:45,15,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:fc:c8:89,20,Resident (20+ days),Not seen during interview
a8:2b:b9:fc:cc:f5,5,Occasional (3-9 days),Not seen during interview
a8:2b:b9:fc:fd:f3,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:fd:8a:67,2,Rare (2 days),Not seen during interview
a8:2b:b9:fd:91:4f,19,Regular (10-19 days),Campus member (seen during interview)
a8:2b:b9:fd:9a:97,1,One-time (1 day),Not seen during interview
a8:2b:b9:fe:35:6b,1,One-time (1 day),Not seen during interview
a8:2b:b9:fe:70:9b,4,Occasional (3-9 days),Not seen during interview
a8:2b:b9:fe:a2:cd,1,One-time (1 day),Not seen during interview
a8:2b:b9:fe:b4:5f,2,Rare (2 days),Not seen during interview
a8:2b:b9:fe:da:0d,20,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ff:1b:fb,23,Resident (20+ days),Campus member (seen during interview)
a8:2b:b9:ff:47:2b,17,Regular (10-19 days),Not seen during interview
a8:2b:b9:ff:63:6f,22,Resident (20+ days),Campus member (seen during interview)
a8:34:6a:04:24:3e,4,Occasional (3-9 days),Not seen during interview
a8:34:6a:04:40:b6,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:04:f5:82,21,Resident (20+ days),Campus member (seen during interview)
a8:34:6a:10:a4:30,1,One-time (1 day),Not seen during interview
a8:34:6a:12:ad:f2,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:12:c4:60,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:12:d4:9a,1,One-time (1 day),Not seen during interview
a8:34:6a:17:81:f8,1,One-time (1 day),Not seen during interview
a8:34:6a:1f:0f:a6,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:22:86:ac,5,Occasional (3-9 days),Not seen during interview
a8:34:6a:25:dd:d4,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:25:e1:5a,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:4d:0c:2c,2,Rare (2 days),Not seen during interview
a8:34:6a:5d:0f:94,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:63:d8:4e,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:67:93:d4,14,Regular (10-19 days),Not seen during interview
a8:34:6a:6a:26:58,2,Rare (2 days),Not seen during interview
a8:34:6a:6f:57:2c,19,Regular (10-19 days),Campus member (seen during interview)
a8:34:6a:6f:b3:0c,1,One-time (1 day),Not seen during interview
a8:34:6a:81:85:84,3,Occasional (3-9 days),Campus member (seen during interview)
a8:34:6a:8c:03:d4,1,One-time (1 day),Not seen during interview
a8:34:6a:8c:e1:aa,2,Rare (2 days),Not seen during interview
a8:34:6a:96:d6:ea,9,Occasional (3-9 days),Not seen during interview
a8:34:6a:b0:2a:34,20,Resident (20+ days),Campus member (seen during interview)
a8:34:6a:ba:24:2c,26,Resident (20+ days),Campus member (seen during interview)
a8:34:6a:be:c9:98,11,Regular (10-19 days),Campus member (seen during interview)
a8:34:6a:c3:40:ba,1,One-time (1 day),Interview-only (Outsider)
a8:34:6a:c3:44:b2,6,Occasional (3-9 days),Campus member (seen during interview)
a8:34:6a:c3:8f:a2,14,Regular (10-19 days),Campus member (seen during interview)
a8:34:6a:c3:a8:30,1,One-time (1 day),Not seen during interview
a8:34:6a:cb:27:40,13,Regular (10-19 days),Campus member (seen during interview)
a8:34:6a:cb:36:8e,6,Occasional (3-9 days),Not seen during interview
a8:34:6a:d2:b2:7e,6,Occasional (3-9 days),Not seen during interview
a8:34:6a:dc:64:7c,2,Rare (2 days),Not seen during interview
a8:34:6a:e7:41:c2,13,Regular (10-19 days),Not seen during interview
a8:34:6a:f1:c2:8a,20,Resident (20+ days),Not seen during interview
a8:34:6a:f9:24:54,2,Rare (2 days),Not seen during interview
a8:5c:2c:08:22:61,16,Regular (10-19 days),Campus member (seen during interview)
a8:5c:2c:08:be:b8,7,Occasional (3-9 days),Campus member (seen during interview)
a8:5c:2c:27:32:62,20,Resident (20+ days),Campus member (seen during interview)
a8:5c:2c:38:0f:9b,2,Rare (2 days),Not seen during interview
a8:5c:2c:3d:88:30,1,One-time (1 day),Interview-only (Outsider)
a8:5c:2c:44:1a:1f,1,One-time (1 day),Interview-only (Outsider)
a8:5c:2c:44:25:dc,1,One-time (1 day),Not seen during interview
a8:5c:2c:4e:23:c8,26,Resident (20+ days),Campus member (seen during interview)
a8:5c:2c:5c:b3:d7,24,Resident (20+ days),Campus member (seen during interview)
a8:5c:2c:5d:82:ba,1,One-time (1 day),Not seen during interview
a8:5c:2c:62:a6:5c,1,One-time (1 day),Interview-only (Outsider)
a8:5c:2c:63:f5:81,1,One-time (1 day),Not seen during interview
a8:5c:2c:6c:bf:aa,5,Occasional (3-9 days),Campus member (seen during interview)
a8:5c:2c:70:6e:b9,13,Regular (10-19 days),Campus member (seen during interview)
a8:5c:2c:84:f4:a6,26,Resident (20+ days),Campus member (seen during interview)
a8:5c:2c:85:6c:43,18,Regular (10-19 days),Campus member (seen during interview)
a8:5c:2c:88:5c:cf,23,Resident (20+ days),Campus member (seen during interview)
a8:5c:2c:ba:6c:6f,10,Regular (10-19 days),Campus member (seen during interview)
a8:5c:2c:ba:f7:0e,23,Resident (20+ days),Campus member (seen during interview)
a8:5c:2c:c0:7f:95,2,Rare (2 days),Campus member (seen during interview)
a8:5c:2c:c7:f6:a4,6,Occasional (3-9 days),Not seen during interview
a8:5c:2c:d1:30:e1,24,Resident (20+ days),Campus member (seen during interview)
a8:60:b6:1a:d8:a3,1,One-time (1 day),Not seen during interview
a8:60:b6:27:af:3f,14,Regular (10-19 days),Not seen during interview
a8:66:7f:0e:34:8b,16,Regular (10-19 days),Not seen during interview
a8:66:7f:1e:57:b5,3,Occasional (3-9 days),Campus member (seen during interview)
a8:66:7f:20:c9:9b,7,Occasional (3-9 days),Not seen during interview
a8:66:7f:22:13:25,6,Occasional (3-9 days),Not seen during interview
a8:66:7f:22:34:16,15,Regular (10-19 days),Not seen during interview
a8:66:7f:36:17:35,1,One-time (1 day),Not seen during interview
a8:66:7f:38:40:96,4,Occasional (3-9 days),Not seen during interview
a8:66:7f:3a:90:03,3,Occasional (3-9 days),Not seen during interview
a8:66:7f:3a:aa:68,4,Occasional (3-9 days),Not seen during interview
a8:66:7f:4b:7c:3f,5,Occasional (3-9 days),Not seen during interview
a8:66:7f:5f:50:9a,10,Regular (10-19 days),Not seen during interview
a8:7c:01:d9:6f:56,1,One-time (1 day),Not seen during interview
a8:7c:01:d9:9a:3a,3,Occasional (3-9 days),Not seen during interview
a8:7c:01:d9:c4:1a,16,Regular (10-19 days),Campus member (seen during interview)
